Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20201C23,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C24,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C24A,c,J Haynes,false,b,6,true,28-04-2020,,,23-04-2020,23,3,7,,,0,,,,,4.40,4,5,,0,,,,0,0,,0,0,,,,,,,0,ns,,,,,,,,,
20201C24B,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C24C,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C25,c,J Haynes,false,g,6,true,27-05-2020,,,15-04-2020,15,0,8,1.00,true,0,07-05-2020,07-05-2020,37,13,6.10,4,10,8,8,51,15,8,0,8,17.79,8,2,,vz32566,"011017767d, vz32566",,,,0,"FON, faceplate, catching",,,,,,,,,
20201C26,c,J Haynes,false,b,6,true,01-06-2020,,,23-04-2020,23,0,3,1.00,true,0,12-05-2020,13-05-2020,43,14,4.50,4,7,7,7,57,15,7,0,7,10.69,7,3,,j215939,"j215939, 01103fa472, js25939",,,,0,"FON, FON, faceplate, catching",,,,,,,,,
20201C27,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C28,c,J Haynes,false,,6,true,07-07-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C29,c,J Haynes,false,b,6,true,27-05-2020,,,14-04-2020,14,0,8,1.00,true,0,07-05-2020,05-05-2020,35,11,4.50,4,11,10,10,50,16,10,0,10,12.18,10,2,afh4574,j215857,"01103f3ddd, 011016ecf7",,,,0,faceplate,,,,,,,,,
20201C3,c,J Haynes,false,b,6,true,24-05-2020,,,12-04-2020,12,0,7,1.00,true,0,02-05-2020,03-05-2020,33,14,4.30,4,8,7,7,47,15,7,0,7,10.76,7,3,j215948,j215567,"01103f96a0, j215567, j215948",,,,0,"FON, FON_ringed, faceplate, catching, catching",,,,,,,,,
20201C30,c,J Haynes,false,b,6,true,12-05-2020,,,10-04-2020,10,0,7,1.00,true,0,04-05-2020,,,,3.50,3,12,,0,,,,0,0,,0,0,,,,,,,0,"FON, abandoned, abandoned",,,,,,,,,
20201C31,c,J Haynes,false,g,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,FON,,,,,,,,,
20201C32,c,J Haynes,false,g,6,true,26-04-2020,,true,18-04-2020,18,6,8,,,0,,,,,5.30,3,3,,0,,,,0,0,,0,0,,,,,,,0,ns=5 new nest built over old one,,,,,,,,,
20201C33,c,J Haynes,false,b,6,true,26-05-2020,,,10-04-2020,10,0,7,1.00,true,0,03-05-2020,03-05-2020,33,13,3.20,3,11,9,9,47,15,9,1,8,11.37,9,3,avl4032,j215940,"01103fa31b, j215940, avl4032",,avl4165,,0,"FON, FON, faceplate, catching, catching",,,,,,,,,
20201C34,c,J Haynes,false,b,6,true,01-06-2020,,,26-04-2020,26,0,7,1.00,true,0,15-05-2020,15-05-2020,45,13,4.50,4,7,6,6,59,15,6,1,5,9.42,6,1,,avl4835,avl4835,,avl6823,,0,"FON_unringed, faceplate, catching, chicks too hungry for catching",,,,,,,,,
20201C34A,c,J Haynes,false,,6,true,24-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C35,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C36,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C37,c,J Haynes,false,b,6,true,29-05-2020,,,19-04-2020,19,0,8,0.67,true,0,10-05-2020,15-05-2020,45,18,4.50,4,9,9,0,,,,8,0,,0,2,,afh5445,"afh5445, 01103f58ef",,,,0,"FON, faceplate, chicks too hungry for catching",,,,,,,,,
20201C38,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C39,c,J Haynes,false,g,6,true,21-05-2020,,,23-04-2020,23,0,3,,,0,,,,,5.50,4,4,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20201C3A,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C3B,c,J Haynes,false,,6,true,07-07-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C4,c,J Haynes,false,b,6,true,01-06-2020,,,24-04-2020,24,0,7,,true,0,13-05-2020,14-05-2020,44,14,4.50,4,7,6,5,58,15,5,0,5,10.74,5,1,,avl4811,avl4811,,,,0,"faceplate, catching",,,,,,,,,
20201C40,c,J Haynes,false,b,6,true,29-05-2020,,,19-04-2020,19,0,8,1.00,true,0,10-05-2020,10-05-2020,40,12,5.40,4,10,10,10,54,15,10,0,10,12.12,10,2,avl4413,and6468,"0700edf435, avl4413",,,,0,faceplate,,,,,,,,,
20201C41,c,J Haynes,false,,6,true,07-07-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C42,c,J Haynes,false,b,6,true,08-05-2020,,,14-04-2020,14,0,8,,true,0,04-05-2020,03-05-2020,33,12,,,8,6,0,,,,6,0,,0,1,,j215983,01103fb481,,,,0,"FON_ringed, FON",,,,,,,,,
20201C43,c,J Haynes,false,b,6,true,27-05-2020,,,12-04-2020,12,0,7,1.00,true,0,30-04-2020,03-05-2020,33,16,4.40,4,6,6,6,47,15,6,0,6,11.32,6,3,,s884423,"0110174e39, s884423",,,,0,"FON, FON, faceplate",,,,,,,,,
20201C44,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C45,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C46,c,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C47,c,J Haynes,false,g,6,true,29-05-2020,,,12-04-2020,12,0,7,1.00,true,0,03-05-2020,03-05-2020,33,13,6.60,4,9,5,5,47,15,5,0,5,19.26,5,2,tw41667,tl39678,"0700ed8ac0, 011017857d",,,,0,"FON, faceplate",,,,,,,,,
20201C48,c,J Haynes,false,b,6,true,24-05-2020,,,11-04-2020,11,0,7,1.00,true,0,03-05-2020,01-05-2020,31,11,,,10,10,10,45,15,10,0,10,11.72,10,3,afh5676,and7396,"01103fd638, 0700ee1418",,,,0,"FON, FON, faceplate",,,,,,,,,
20201C49,c,J Haynes,false,,6,true,24-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C5,c,J Haynes,false,b,6,true,24-05-2020,,,07-04-2020,7,0,7,,true,0,30-04-2020,30-04-2020,30,13,4.50,4,11,11,11,44,15,11,0,11,11.25,11,2,s884211,s884420,"01101705fb, s884420",,,,0,"FON, FON, faceplate, catching",,,,,,,,,
20201C50,c,J Haynes,false,b,6,true,29-05-2020,,,14-04-2020,14,0,8,,true,0,06-05-2020,05-05-2020,35,12,3.90,4,10,10,10,49,15,10,0,10,11.24,10,3,j215870,j215568,"01103f9699, 01103f918d",,,,0,"catching, faceplate",,,,,,,,,
20201C51,c,J Haynes,false,g,6,true,24-05-2020,,,16-04-2020,16,0,8,,true,1,05-05-2020,06-05-2020,36,14,6.30,4,7,4,4,50,15,4,0,4,19.15,4,2,tw41842,ty68504,"0700ed88ab, ty68504",,,,0,"FON, faceplate, catching",,,,,,,,,
20201C52,c,J Haynes,false,b,6,true,27-05-2020,,,16-04-2020,16,0,8,,true,0,06-05-2020,05-05-2020,35,12,5.20,4,8,6,6,49,15,6,0,6,11.82,6,2,,afh3111,01103f7aee,,,,0,"FON, faceplate, catching",,,,,,,,,
20201C53,c,J Haynes,false,g,6,true,01-06-2020,,,13-05-2020,43,10,16,,true,0,01-06-2020,29-05-2020,59,10,,,7,6,0,,,,6,0,,0,0,,,,,,,0,,,,,,,,,,
20201C54,c,J Haynes,false,g,6,true,29-05-2020,,,16-04-2020,16,4,8,,,0,,,,,7.70,4,5,,0,,,,0,0,,0,0,,,,,,,0,"abandoned, abandoned",,,,,,,,,
20201C55,c,J Haynes,false,b,6,true,04-06-2020,,,29-04-2020,29,0,4,1.00,true,0,19-05-2020,18-05-2020,48,12,3.70,3,8,7,3,62,15,3,7,0,7.60,3,1,,afh2970,01103f858f,,"avl6832, avl6833, avl6834",,0,"FON, faceplate",,,,,,,,,
20201C56,c,J Haynes,false,b,6,true,27-05-2020,,,08-04-2020,8,0,7,,true,0,01-05-2020,01-05-2020,31,13,4.10,4,11,8,8,45,15,8,0,8,11.06,8,1,,d473450,d473450,,,,0,"FON, faceplate, catching",,,,,,,,,
20201C57,c,J Haynes,false,b,6,true,27-05-2020,,,10-04-2020,10,0,7,,true,0,03-05-2020,02-05-2020,32,12,3.00,3,11,11,11,46,15,11,0,11,11.31,11,2,j215967,afh3462,"011016b952, 01103fcb76",,,,0,"FON, faceplate",,,,,,,,,
20201C58,c,J Haynes,false,,6,true,23-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C59,c,J Haynes,false,,6,true,23-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C6,c,J Haynes,false,g,6,true,24-05-2020,,,14-04-2020,14,0,8,,true,0,04-05-2020,04-05-2020,34,13,,,8,7,7,48,15,7,0,7,18.00,7,1,,ty68502,ty68502,,,,0,"FON_unringed, faceplate, catching, catching",,,,,,,,,
20201C60,c,J Haynes,false,,6,true,23-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C61,c,J Haynes,false,b,6,true,30-05-2020,,,16-04-2020,16,0,8,1.00,true,0,06-05-2020,06-05-2020,36,12,4.40,4,9,9,9,50,15,9,0,9,22.73,9,2,afh4557,afh5605,"0110174cd7, 011016df58",,,,0,,,,,,,,,,
20201C61A,c,J Haynes,false,g,6,true,30-05-2020,,,17-04-2020,17,0,8,,true,0,06-05-2020,06-05-2020,36,13,7.90,4,7,6,6,50,15,6,0,6,17.83,6,1,,ty68506,ty68506,,,,0,"faceplate, catching, catching, catching",,,,,,,,,
20201C62,c,J Haynes,false,g,6,true,08-06-2020,,,22-04-2020,22,0,7,,true,0,12-05-2020,13-05-2020,43,14,7.20,4,8,8,8,57,15,8,0,8,17.21,8,2,,vz33149,"vz33149, 010799f8f8",,,,0,faceplate,,,,,,,,,
20201C63,c,J Haynes,false,b,6,true,29-05-2020,,,18-04-2020,18,0,8,,true,0,08-05-2020,07-05-2020,37,12,3.70,3,8,8,8,51,15,8,0,8,11.21,8,2,afh2965,afh5395,"0110171a5d, 01103f3ba9, afh5395",,,,0,"FON, faceplate, FON",,,,,,,,,
20201C7,c,J Haynes,false,,6,true,24-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201C8,c,J Haynes,false,b,6,true,24-05-2020,,,15-04-2020,15,0,8,,true,0,05-05-2020,03-05-2020,33,11,,,8,8,8,47,15,8,0,8,10.90,8,2,s883543,avl4008,"avl4008, s883543",,,,0,"FON_unringed, FON, FON_unringed, faceplate, catching",,,,,,,,,
20201C9,c,J Haynes,false,b,6,true,21-05-2020,,,10-04-2020,10,0,7,,true,0,02-05-2020,30-04-2020,30,11,3.60,3,10,10,10,44,15,10,0,10,10.93,10,2,,,"01103f84dd, 011016b110",,,,0,"FON, asynchronous, faceplate",,,,,,,,,
20201C9A,c,J Haynes,false,g,6,true,17-05-2020,,,13-04-2020,13,0,8,,true,0,03-05-2020,03-05-2020,33,13,,,8,8,0,,,,8,0,,0,1,,ty68501,"z628395, ty68501",,,,0,"faceplate, catching",,,,,,,,,
20201CP1,cp,Samin Gokcekus,false,b,6,true,29-05-2020,,,16-04-2020,16,0,3,1.00,true,0,07-05-2020,07-05-2020,37,13,3.30,3,9,9,9,51,15,9,0,9,10.50,9,3,j215550,j215716,"01103f75fd, 01103f9373",,,,0,FON,,,,,,,,,
20201CP10,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP100,cp,Samin Gokcekus,false,b,6,true,30-05-2020,,,15-04-2020,15,0,3,0.50,true,0,03-05-2020,16-05-2020,46,26,3.10,3,6,4,0,,,,4,0,,0,2,j215710,abj6287,"01103f9714, 01103fb8e4",,,,0,"eggs are completely white, don’t have the little speckles/dots that the other eggs have, FON, FON, FON",,,,,,,,,
20201CP101,cp,Samin Gokcekus,false,b,6,true,04-06-2020,,,24-04-2020,24,0,4,1.00,true,0,15-05-2020,14-05-2020,44,12,3.90,3,9,6,6,58,15,6,2,5,9.42,6,2,s882659,s883566,"s882659, s883566",,avl5385,,0,FON,,,,,,,,,
20201CP102,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP103,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP104,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP105,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,,19-04-2020,19,0,6,1.00,true,0,10-05-2020,10-05-2020,40,13,4.50,4,9,9,9,54,15,9,0,9,11.33,9,2,abj6302,z630539,"0700edf6fe, 01103fcf9c",,,,0,"FON, FON",,,,,,,,,
20201CP106,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP107,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,true,02-05-2020,32,5,7,1.00,true,1,20-05-2020,22-05-2020,52,15,3.60,3,6,4,0,,,,2,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20201CP108,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,blue tit inside,,,,,,,,,
20201CP109,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP11,cp,Samin Gokcekus,false,g,6,true,29-05-2020,,,19-04-2020,19,0,6,0.75,,0,,,,,6.60,4,8,,0,,,,0,0,,0,0,,,,,,,0,eggs are cold,,,,,,,,,
20201CP110,cp,Samin Gokcekus,false,b,6,true,24-05-2020,,true,25-04-2020,25,0,5,,true,0,14-05-2020,14-05-2020,44,13,3.50,3,7,6,0,,,,0,0,,0,1,,,01103f3e47,,,,0,FON,,,,,,,,,
20201CP111,cp,Samin Gokcekus,false,b,6,true,16-06-2020,,true,19-04-2020,19,0,6,1.00,true,0,10-05-2020,10-05-2020,40,13,4.40,4,9,6,0,,,,0,0,,0,0,,,,,,,0,FON,,,,,,,,,
20201CP112,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,,22-04-2020,22,6,6,0.00,true,0,11-05-2020,,,,5.00,4,7,,0,,,,0,0,,0,0,,,,,,,0,"eggs are cold, eggs are cold, eggs are cold",,,,,,,,,
20201CP113,cp,Samin Gokcekus,false,b,6,true,16-06-2020,,true,19-04-2020,19,0,6,,true,0,06-05-2020,09-05-2020,39,16,4.40,4,5,5,0,,,,2,0,,0,1,,f938669,01103f6181,,,,0,"blue tit flew out, FON, FON",,,,,,,,,
20201CP114,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,,21-04-2020,21,0,6,1.00,true,0,10-05-2020,09-05-2020,39,12,3.20,3,7,6,6,53,15,6,0,6,10.95,6,2,avl5050,afh4221,"01103f59fa, avl5050",,,,0,"FON, FON",,,,,,,,,
20201CP115,cp,Samin Gokcekus,false,b,6,true,28-05-2020,,,13-04-2020,13,0,2,1.00,true,0,04-05-2020,04-05-2020,34,13,5.10,4,9,9,9,48,15,9,0,9,11.44,9,2,s882282,s882784,"01103f5ad4, 0700ee0d48",,,,0,FON,,,,,,,,,
20201CP116,cp,Samin Gokcekus,false,b,6,true,28-05-2020,,,27-04-2020,27,0,5,1.00,true,0,18-05-2020,18-05-2020,48,12,3.30,3,10,7,0,,,,5,0,,0,0,,,,,,,0,FON,,,,,,,,,
20201CP117,cp,Samin Gokcekus,false,b,6,true,28-05-2020,,,17-04-2020,17,0,6,,true,0,07-05-2020,06-05-2020,36,12,5.00,4,8,8,8,50,15,8,0,8,10.78,8,2,afh5652,,0700edac52,,,,0,FON,,,,,,,,,
20201CP118,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,,21-04-2020,21,0,6,1.00,true,0,10-05-2020,12-05-2020,42,15,3.70,3,7,7,7,56,15,7,1,6,10.57,7,2,and7130,avl5140,"avl5140, and7130",,avl5317,,0,"FON, FON",,,,,,,,,
20201CP119,cp,Samin Gokcekus,false,g,6,true,15-05-2020,,,12-04-2020,12,0,3,1.00,true,1,01-05-2020,05-05-2020,35,17,4.80,3,7,7,0,,,,7,0,,0,0,,,,,,,0,great tit flew out,,,,,,,,,
20201CP12,cp,Samin Gokcekus,false,g,6,true,29-05-2020,,,18-04-2020,18,0,6,1.00,true,0,08-05-2020,08-05-2020,38,13,6.20,4,8,7,7,52,15,7,0,7,17.77,7,2,,vz33512,011017705e,,,,0,,,,,,,,,,
20201CP120,cp,Samin Gokcekus,false,b,6,true,16-06-2020,,true,21-04-2020,21,0,6,1.00,true,0,12-05-2020,14-05-2020,44,15,3.40,3,9,6,0,,,,1,0,,0,0,,,,,,,0,FON,,,,,,,,,
20201CP121,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP122,cp,Samin Gokcekus,false,b,6,true,05-06-2020,,,24-04-2020,24,0,4,,true,0,14-05-2020,15-05-2020,45,14,3.40,3,8,7,3,59,15,3,2,3,9.07,3,2,afh3554,,01103f5f60,,,,0,"FON, FON",,,,,,,,,
20201CP123,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP124,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP125,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,,20-04-2020,20,0,6,0.80,true,0,12-05-2020,11-05-2020,41,12,3.10,3,10,10,10,55,15,10,1,9,9.22,10,2,avl5112,avl5113,"avl5112, avl5113",,avl5275,,0,,,,,,,,,,
20201CP126,cp,Samin Gokcekus,false,m,6,true,01-06-2020,,,18-04-2020,18,0,6,,true,0,08-05-2020,10-05-2020,40,15,5.00,4,8,8,8,54,15,8,0,8,10.99,8,1,,avl5111,avl5111,,,,0,,,,,,,,,,
20201CP127,cp,Samin Gokcekus,false,b,6,true,16-06-2020,,,21-04-2020,21,0,6,1.00,,1,,,,,3.40,3,9,,0,,,,0,0,,0,0,,,,,,,0,eggs are cold,,,,,,,,,
20201CP128,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP129,cp,Samin Gokcekus,false,b,6,true,05-06-2020,,,20-04-2020,20,0,6,0.75,true,0,13-05-2020,13-05-2020,43,13,3.20,3,11,11,11,57,15,11,0,11,10.73,11,2,avl5186,avl5187,"avl5186, avl5187",,,,0,FON,,,,,,,,,
20201CP13,cp,Samin Gokcekus,false,b,6,true,29-05-2020,,,16-04-2020,16,0,5,1.00,true,0,08-05-2020,08-05-2020,38,13,3.00,3,10,10,10,52,15,10,0,10,11.39,10,2,abj6054,avl5019,"0700edfc04, avl5019",,,,0,"FON, FON",,,,,,,,,
20201CP130,cp,Samin Gokcekus,false,b,6,true,04-06-2020,,true,25-04-2020,25,0,4,1.00,true,0,14-05-2020,14-05-2020,44,13,3.70,3,7,4,3,58,15,3,2,1,9.47,3,1,,avl5215,avl5215,,"avl5399, avl5398",,0,"female in nest but eggs cold, FON",,,,,,,,,
20201CP131,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP132,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP133,cp,Samin Gokcekus,false,b,6,true,05-06-2020,,,22-04-2020,22,0,6,1.00,true,0,13-05-2020,13-05-2020,43,13,3.70,3,9,7,7,57,15,7,0,7,11.47,7,2,avl5185,z101486,"avl5185, z101486",,,,0,"FON, FON",,,,,,,,,
20201CP134,cp,Samin Gokcekus,false,b,6,true,31-05-2020,,,20-04-2020,20,0,6,0.75,true,0,11-05-2020,11-05-2020,41,13,3.40,3,9,9,9,55,15,9,0,9,11.03,9,2,afh3989,j215635,"011016f9c3, 01103fd39b",,,,0,FON,,,,,,,,,
20201CP135,cp,Samin Gokcekus,false,b,6,true,04-06-2020,,,24-04-2020,24,0,4,,true,0,14-05-2020,14-05-2020,44,13,3.60,3,8,8,8,58,15,8,0,8,11.00,8,3,,,"01103f6da0, 01103fa134",,,,0,FON,,,,,,,,,
20201CP136,cp,Samin Gokcekus,false,b,6,true,29-05-2020,,,14-04-2020,14,3,3,0.00,true,0,06-05-2020,08-05-2020,38,15,3.20,3,10,8,8,52,15,8,0,8,12.23,8,2,afh3762,s883251,"01103f8e04, 01101709b7",,,,0,FON,,,,,,,,,
20201CP137,cp,Samin Gokcekus,false,b,6,true,14-05-2020,,,17-04-2020,17,0,6,1.00,true,0,10-05-2020,10-05-2020,40,13,4.70,4,11,11,0,,,,11,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20201CP138,cp,Samin Gokcekus,false,b,6,true,28-05-2020,,,12-04-2020,12,0,2,1.00,true,0,04-05-2020,04-05-2020,34,13,3.40,3,10,9,9,48,15,9,0,9,11.32,9,2,afh5894,z101386,"0700ee3315, 0300022ec5",,,,0,,,,,,,,,,
20201CP139,cp,Samin Gokcekus,false,b,6,true,29-05-2020,,,17-04-2020,17,0,6,1.00,true,0,09-05-2020,08-05-2020,38,12,4.90,4,10,9,9,52,15,9,1,8,10.71,9,3,afh3656,afh3506,"01103f5c61, 01103fc97f",,avl7657,,0,FON,,,,,,,,,
20201CP14,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP140,cp,Samin Gokcekus,false,b,6,true,29-05-2020,,,16-04-2020,16,0,5,0.50,true,0,07-05-2020,08-05-2020,38,14,4.70,4,9,9,9,52,15,9,0,9,11.82,9,4,afh3785,j215643,"01103f917f, 01103f402f",,,,0,FON,,,,,,,,,
20201CP141,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP142,cp,Samin Gokcekus,false,,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP143,cp,Samin Gokcekus,false,b,6,true,30-05-2020,,,16-04-2020,16,0,2,1.00,true,0,07-05-2020,07-05-2020,37,13,3.40,3,9,7,7,51,15,7,0,7,10.77,7,2,,s882794,01103f9231,,,,0,FON,,,,,,,,,
20201CP144,cp,Samin Gokcekus,false,b,6,true,19-05-2020,,,15-04-2020,15,0,5,1.00,true,0,06-05-2020,,,,4.10,4,9,,0,,,,0,0,,0,0,,,,,,,0,"eggs are cold, eggs are cold, eggs are cold, eggs are cold, eggs are cold",,,,,,,,,
20201CP145,cp,Sam Crofts,false,b,6,true,29-05-2020,,,18-04-2020,18,0,6,1.00,true,0,09-05-2020,08-05-2020,38,12,3.90,4,9,9,9,52,15,9,0,9,10.39,9,3,afh4296,afh3755,"011016fd3d, 01103f84d0",,,,0,FON,,,,,,,,,
20201CP146,cp,Sam Crofts,false,b,6,true,12-06-2020,,,15-04-2020,15,2,4,0.00,,0,,,,,3.10,3,7,,0,,,,0,0,,0,0,,,,,,,0,"deep, new nest? Female ringed, eggs are cold, 3 original eggs deeper probably old nest, eggs are cold, eggs are cold, abandoned",,,,,,,,,
20201CP147,cp,Sam Crofts,false,b,6,true,16-06-2020,,,09-05-2020,39,5,10,,true,0,27-05-2020,24-05-2020,54,10,,,6,6,2,68,15,2,1,2,9.65,2,2,z627910,avl7440,"z627910, avl7440",,,,0,No PIT detected,,,,,,,,,
20201CP148,cp,Sam Crofts,false,b,6,true,12-06-2020,,,26-04-2020,26,0,4,1.00,true,0,13-05-2020,13-05-2020,43,13,4.80,4,5,5,5,57,15,5,0,5,10.78,5,2,s882715,j215711,"01103f9388, 01103fcb63",,,,0,,,,,,,,,,
20201CP149,cp,Samin Gokcekus,false,b,6,true,29-05-2020,,,17-04-2020,17,0,6,,true,0,07-05-2020,08-05-2020,38,14,5.40,4,8,8,8,52,15,8,0,8,11.24,8,2,avl5020,avl5049,"avl5020, avl5049",,,,0,"blue tit flew out, FON, FON",,,,,,,,,
20201CP14A,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,,21-04-2020,21,0,6,1.00,true,0,11-05-2020,11-05-2020,41,13,3.50,3,8,8,8,55,15,8,0,8,11.11,8,3,avl5123,and6267,"0110174f30, avl5123",,,,0,FON,,,,,,,,,
20201CP15,cp,Samin Gokcekus,false,g,6,true,05-06-2020,,,27-04-2020,27,0,3,,true,0,15-05-2020,15-05-2020,45,13,5.60,3,6,6,6,59,15,6,0,6,19.68,6,3,tw41607,vz31676,"01103f54b2, 011017742b",,,,0,FON,,,,,,,,,
20201CP150,cp,Samin Gokcekus,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201CP151,cp,Samin Gokcekus,false,b,6,true,01-06-2020,,true,25-04-2020,25,0,4,1.00,true,0,14-05-2020,13-05-2020,43,12,3.70,3,7,4,4,57,15,4,2,2,8.40,4,1,,avl5184,avl5184,,"avl5353, avl5355",,0,FON,,,,,,,,,
